CMDLINE c:\anaconda\python.exe app.py
MEM 1625.652344 1557764065.4676
MEM 1625.652344 1557764065.5680
MEM 1625.652344 1557764065.6689
MEM 1625.652344 1557764065.7697
MEM 1625.652344 1557764065.8699
MEM 1625.652344 1557764065.9704
MEM 1625.652344 1557764066.0707
MEM 1625.652344 1557764066.1712
MEM 1625.652344 1557764066.2720
MEM 1625.652344 1557764066.3724
MEM 1625.652344 1557764066.4733
MEM 1625.652344 1557764066.5740
MEM 1625.652344 1557764066.6744
MEM 1625.652344 1557764066.7744
MEM 1625.652344 1557764066.8746
MEM 1625.652344 1557764066.9753
MEM 1625.652344 1557764067.0761
MEM 1625.652344 1557764067.1761
MEM 1625.652344 1557764067.2767
MEM 1625.652344 1557764067.3770
MEM 1625.652344 1557764067.4771
MEM 1625.652344 1557764067.5778
MEM 1625.652344 1557764067.6787
MEM 1625.652344 1557764067.7835
MEM 1625.652344 1557764067.8862
MEM 1625.652344 1557764067.9870
MEM 1625.652344 1557764068.0877
MEM 1625.652344 1557764068.1884
MEM 1625.652344 1557764068.3231
MEM 1625.652344 1557764068.4268
MEM 1625.652344 1557764068.5275
MEM 1625.652344 1557764068.6283
MEM 1625.652344 1557764068.7288
MEM 1625.652344 1557764068.8295
MEM 1625.652344 1557764068.9304
MEM 1625.652344 1557764069.0307
MEM 1625.652344 1557764069.1314
MEM 1625.652344 1557764069.2321
MEM 1625.652344 1557764069.3329
MEM 1625.652344 1557764069.4334
MEM 1625.652344 1557764069.5341
MEM 1625.652344 1557764069.6349
MEM 1625.652344 1557764069.7359
MEM 1625.652344 1557764069.8365
MEM 1625.652344 1557764069.9373
MEM 1625.652344 1557764070.0379
MEM 1625.652344 1557764070.1381
MEM 1625.652344 1557764070.2382
MEM 1625.652344 1557764070.3386
MEM 1625.652344 1557764070.4394
MEM 1625.652344 1557764070.5396
MEM 1625.652344 1557764070.6405
MEM 1625.652344 1557764070.7410
